SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,40 a 49,27/09/2021,Hospitalització,No iniciada,1
Dona,40 a 49,24/01/2021,Hospitalització,No iniciada,4
Dona,60 a 69,22/05/2021,Hospitalització,No iniciada,1
Home,60 a 69,16/08/2021,Crítics,No iniciada,2
Dona,50 a 59,02/06/2021,Crítics,No iniciada,1
Home,60 a 69,31/05/2021,Hospitalització,Completa,1
Home,50 a 59,07/04/2021,Crítics,No iniciada,4
Dona,70 a 79,08/09/2021,Hospitalització,Completa,2
Home,40 a 49,09/05/2021,Hospitalització,No iniciada,8
Dona,80 o més,21/09/2021,Cas,No iniciada,3
Home,60 a 69,03/06/2021,Crítics,Parcial,1
Dona,20 a 29,15/09/2021,Hospitalització,Parcial,1
Home,70 a 79,04/05/2021,Defunció,No iniciada,4
Home,80 o més,02/07/2021,Cas,Completa,14
No classificat,No classificat,15/02/2021,Hospitalització,No iniciada,2
Home,40 a 49,04/09/2021,Hospitalització,Completa,1
Home,30 a 39,22/04/2021,Crítics,No iniciada,1
Dona,80 o més,20/04/2021,Defunció,No iniciada,2
Home,40 a 49,19/03/2021,Hospitalització,No iniciada,12
Home,70 a 79,18/08/2021,Hospitalització,Parcial,1
Dona,40 a 49,03/08/2021,Crítics,Completa,1
Dona,80 o més,16/07/2021,Hospitalització,Completa,10
Home,60 a 69,29/09/2021,Hospitalització,Completa,1
Dona,80 o més,19/03/2021,Cas,No iniciada,26
Home,40 a 49,20/02/2021,Hospitalització,No iniciada,5
Dona,0 a 9,22/07/2021,Hospitalització,No iniciada,1
Dona,50 a 59,30/07/2021,Crítics,No iniciada,3
Home,80 o més,10/02/2021,Crítics,No iniciada,1
Dona,80 o més,05/04/2021,Defunció,No iniciada,5
Home,50 a 59,06/05/2021,Crítics,No iniciada,6
Dona,20 a 29,26/06/2021,Hospitalització,No iniciada,3
Dona,20 a 29,24/07/2021,Crítics,No iniciada,2
Dona,40 a 49,21/06/2021,Hospitalització,No iniciada,3
Home,60 a 69,05/08/2021,Hospitalització,No iniciada,9
Home,80 o més,28/02/2021,Hospitalització,No iniciada,7
Home,20 a 29,05/04/2021,Hospitalització,No iniciada,1
Home,40 a 49,28/02/2021,Hospitalització,No iniciada,6
Dona,40 a 49,07/09/2021,Hospitalització,Completa,1
Dona,40 a 49,25/03/2021,Hospitalització,No iniciada,10
Dona,60 a 69,23/06/2021,Hospitalització,No iniciada,2
Dona,80 o més,29/07/2021,Cas,Completa,85
Home,80 o més,16/08/2021,Defunció,Completa,2
Home,80 o més,13/09/2021,Cas,No iniciada,1
Dona,60 a 69,02/09/2021,Hospitalització,Completa,1
Home,60 a 69,11/09/2021,Defunció,Completa,1
Dona,50 a 59,05/07/2021,Crítics,No iniciada,1
Dona,70 a 79,10/02/2021,Defunció,No iniciada,1
Dona,80 o més,10/05/2021,Cas,No iniciada,2
Home,70 a 79,25/01/2021,Hospitalització,Parcial,2
Dona,70 a 79,16/05/2021,Hospitalització,Parcial,1
Home,70 a 79,01/02/2021,Crítics,No iniciada,8
Home,60 a 69,14/06/2021,Defunció,No iniciada,1
Dona,30 a 39,11/08/2021,Crítics,No iniciada,1
Home,70 a 79,04/08/2021,Crítics,No iniciada,1
Dona,20 a 29,19/08/2021,Hospitalització,No iniciada,1
Home,70 a 79,16/09/2021,Crítics,Completa,2
Dona,50 a 59,03/06/2021,Crítics,No iniciada,2
Home,40 a 49,17/06/2021,Crítics,No iniciada,1
Dona,50 a 59,02/09/2021,Hospitalització,Parcial,1
Home,80 o més,16/03/2021,Cas,No iniciada,16
Dona,60 a 69,19/04/2021,Crítics,No iniciada,5
Home,70 a 79,05/04/2021,Hospitalització,No iniciada,17
Home,70 a 79,28/09/2021,Hospitalització,Completa,4
Home,80 o més,15/01/2021,Crítics,No iniciada,3
Home,40 a 49,31/05/2021,Hospitalització,No iniciada,11
Home,50 a 59,27/05/2021,Hospitalització,Parcial,2
Home,30 a 39,24/07/2021,Hospitalització,No iniciada,15
Home,80 o més,08/09/2021,Hospitalització,Completa,5
Dona,70 a 79,18/05/2021,Defunció,Completa,1
Home,80 o més,27/06/2021,Cas,Completa,3
Dona,40 a 49,13/07/2021,Hospitalització,Parcial,1
Dona,50 a 59,02/08/2021,Crítics,No iniciada,1
Dona,80 o més,15/07/2021,Cas,No iniciada,7
Dona,80 o més,19/07/2021,Defunció,No iniciada,3
Dona,80 o més,26/04/2021,Defunció,No iniciada,1
Dona,50 a 59,11/04/2021,Crítics,No iniciada,1
Dona,40 a 49,27/04/2021,Hospitalització,No iniciada,9
Dona,10 a 19,22/04/2021,Hospitalització,No iniciada,1
Dona,70 a 79,16/08/2021,Hospitalització,Completa,7
Home,40 a 49,09/07/2021,Crítics,Parcial,1
Home,80 o més,23/08/2021,Defunció,No iniciada,1
Home,70 a 79,04/05/2021,Defunció,Parcial,2
Dona,50 a 59,17/08/2021,Crítics,No iniciada,2
No classificat,No classificat,31/01/2021,Hospitalització,No iniciada,1
Home,80 o més,03/02/2021,Hospitalització,Parcial,1
Home,50 a 59,22/06/2021,Hospitalització,Parcial,1
Dona,0 a 9,22/02/2021,Hospitalització,No iniciada,1
Dona,70 a 79,12/09/2021,Hospitalització,Completa,2
Dona,80 o més,15/03/2021,Defunció,Completa,1
Home,70 a 79,03/07/2021,Hospitalització,Completa,1
Home,40 a 49,05/01/2021,Hospitalització,No iniciada,14
Home,40 a 49,05/04/2021,Hospitalització,No iniciada,8
Home,70 a 79,06/09/2021,Defunció,Completa,2
Dona,40 a 49,05/08/2021,Crítics,Completa,2
Home,80 o més,23/08/2021,Hospitalització,No iniciada,3
Home,60 a 69,09/07/2021,Crítics,No iniciada,1
Dona,80 o més,08/03/2021,Cas,Parcial,1
Home,80 o més,04/01/2021,Crítics,No iniciada,2
Home,30 a 39,23/01/2021,Crítics,No iniciada,1
Home,60 a 69,14/08/2021,Hospitalització,No iniciada,7
Dona,80 o més,05/05/2021,Hospitalització,No iniciada,1
Dona,80 o més,21/07/2021,Cas,No iniciada,8
Home,50 a 59,14/01/2021,Hospitalització,No iniciada,27
Home,0 a 9,19/04/2021,Hospitalització,No iniciada,2
Dona,80 o més,26/08/2021,Cas,No iniciada,3
Home,70 a 79,17/02/2021,Crítics,No iniciada,6
Dona,70 a 79,25/07/2021,Crítics,Completa,1
Home,50 a 59,27/03/2021,Hospitalització,No iniciada,14
Dona,70 a 79,13/08/2021,Defunció,Completa,1
Home,70 a 79,12/04/2021,Defunció,Parcial,1
Dona,80 o més,24/02/2021,Defunció,Completa,1
Dona,60 a 69,27/04/2021,Hospitalització,Parcial,3
Home,70 a 79,11/02/2021,Defunció,No iniciada,12
Home,50 a 59,20/07/2021,Hospitalització,Parcial,12
Dona,50 a 59,07/05/2021,Crítics,No iniciada,2
Dona,80 o més,15/01/2021,Cas,Parcial,10
Dona,70 a 79,25/08/2021,Hospitalització,Completa,2
Home,70 a 79,30/08/2021,Defunció,No iniciada,1
Dona,80 o més,10/08/2021,Hospitalització,Parcial,1
Dona,60 a 69,20/01/2021,Defunció,No iniciada,2
Dona,10 a 19,16/07/2021,Hospitalització,No iniciada,2
Dona,70 a 79,08/04/2021,Hospitalització,No iniciada,11
Home,80 o més,08/02/2021,Cas,No iniciada,49
Home,40 a 49,15/07/2021,Hospitalització,Parcial,2
Home,60 a 69,29/08/2021,Defunció,No iniciada,2
Dona,80 o més,03/01/2021,Defunció,No iniciada,15
Home,70 a 79,24/05/2021,Hospitalització,Parcial,1
Home,20 a 29,26/02/2021,Defunció,No iniciada,1
Dona,40 a 49,02/07/2021,Crítics,No iniciada,2
Dona,40 a 49,06/08/2021,Hospitalització,No iniciada,3
Home,50 a 59,07/08/2021,Defunció,Completa,1
Dona,70 a 79,27/02/2021,Crítics,No iniciada,2
Home,60 a 69,04/10/2021,Crítics,Completa,2
Home,70 a 79,30/08/2021,Crítics,Completa,1
Home,40 a 49,01/01/2021,Hospitalització,No iniciada,9
Dona,80 o més,08/05/2021,Hospitalització,Completa,2
Dona,60 a 69,30/06/2021,Hospitalització,No iniciada,1
Dona,60 a 69,02/02/2021,Defunció,No iniciada,1
Dona,80 o més,12/03/2021,Defunció,Completa,2
Home,50 a 59,02/02/2021,Hospitalització,No iniciada,22
Home,50 a 59,27/07/2021,Hospitalització,No iniciada,13
Dona,60 a 69,23/07/2021,Hospitalització,No iniciada,4
Dona,20 a 29,08/04/2021,Hospitalització,No iniciada,2
Home,30 a 39,07/08/2021,Defunció,No iniciada,1
Dona,20 a 29,20/07/2021,Crítics,No iniciada,1
Dona,60 a 69,20/05/2021,Hospitalització,Parcial,1
Home,30 a 39,03/10/2021,Hospitalització,Completa,1
Home,60 a 69,11/07/2021,Crítics,Completa,1
No classificat,No classificat,08/01/2021,Hospitalització,No iniciada,1
Home,60 a 69,11/08/2021,Hospitalització,No iniciada,10
Dona,80 o més,25/02/2021,Crítics,No iniciada,1
Home,50 a 59,12/05/2021,Crítics,No iniciada,3
Home,60 a 69,09/05/2021,Crítics,No iniciada,1
Home,40 a 49,10/04/2021,Crítics,No iniciada,2
Dona,40 a 49,21/05/2021,Crítics,No iniciada,1
Home,20 a 29,17/07/2021,Crítics,No iniciada,2
Home,60 a 69,16/08/2021,Defunció,Parcial,1
Dona,80 o més,12/01/2021,Hospitalització,No iniciada,50
Home,30 a 39,03/08/2021,Hospitalització,Completa,1
Dona,40 a 49,16/06/2021,Hospitalització,No iniciada,5
Dona,80 o més,02/09/2021,Hospitalització,Completa,4
Home,70 a 79,13/02/2021,Hospitalització,No iniciada,21
Dona,40 a 49,09/01/2021,Crítics,No iniciada,2
Dona,80 o més,09/05/2021,Cas,No iniciada,1
Home,80 o més,06/04/2021,Cas,Completa,2
Dona,20 a 29,23/07/2021,Hospitalització,No iniciada,12
Dona,80 o més,18/04/2021,Cas,Completa,2
Home,70 a 79,31/01/2021,Crítics,No iniciada,9
Home,80 o més,14/05/2021,Hospitalització,No iniciada,1
Dona,40 a 49,26/07/2021,Hospitalització,Parcial,1
Home,40 a 49,15/07/2021,Crítics,Completa,1
Dona,70 a 79,21/04/2021,Crítics,No iniciada,2
Dona,80 o més,19/08/2021,Cas,No iniciada,7
Dona,80 o més,20/08/2021,Cas,No iniciada,3
Dona,20 a 29,10/09/2021,Hospitalització,No iniciada,1
Home,40 a 49,11/05/2021,Hospitalització,No iniciada,7
Home,50 a 59,19/08/2021,Hospitalització,No iniciada,2
Dona,80 o més,14/03/2021,Defunció,Parcial,2
Dona,60 a 69,11/01/2021,Hospitalització,No iniciada,14
Dona,40 a 49,24/06/2021,Hospitalització,No iniciada,1
Home,50 a 59,28/06/2021,Hospitalització,Parcial,2
Dona,50 a 59,04/08/2021,Defunció,No iniciada,1
Home,0 a 9,21/08/2021,Hospitalització,No iniciada,1
Home,30 a 39,16/06/2021,Crítics,No iniciada,1
Home,80 o més,03/02/2021,Cas,Parcial,7
Home,80 o més,07/02/2021,Crítics,No iniciada,1
Dona,50 a 59,24/01/2021,Hospitalització,No iniciada,6
Dona,10 a 19,14/01/2021,Hospitalització,No iniciada,3
Dona,30 a 39,09/03/2021,Crítics,No iniciada,1
Home,30 a 39,25/08/2021,Hospitalització,No iniciada,2
Dona,70 a 79,31/08/2021,Hospitalització,Completa,3
Home,80 o més,20/07/2021,Crítics,Completa,1
No classificat,No classificat,22/06/2021,Hospitalització,No iniciada,2
Home,70 a 79,28/05/2021,Hospitalització,Completa,1
Dona,70 a 79,28/04/2021,Hospitalització,Parcial,10
Dona,50 a 59,04/10/2021,Hospitalització,Parcial,1
Dona,60 a 69,28/08/2021,Hospitalització,No iniciada,1
Home,80 o més,10/04/2021,Defunció,Parcial,1
Home,50 a 59,07/07/2021,Hospitalització,No iniciada,7
Dona,40 a 49,19/07/2021,Crítics,No iniciada,2
Dona,30 a 39,22/09/2021,Hospitalització,No iniciada,1
Home,60 a 69,01/10/2021,Hospitalització,Completa,1
Home,80 o més,28/04/2021,Crítics,Completa,1
Home,60 a 69,10/04/2021,Defunció,No iniciada,1
Home,50 a 59,09/08/2021,Crítics,Completa,1
Home,50 a 59,10/07/2021,Hospitalització,No iniciada,4
Home,50 a 59,30/04/2021,Defunció,No iniciada,1
Dona,60 a 69,09/02/2021,Crítics,No iniciada,4
Home,20 a 29,20/02/2021,Hospitalització,No iniciada,2
Dona,80 o més,06/07/2021,Hospitalització,Completa,4
Dona,70 a 79,21/01/2021,Crítics,No iniciada,9
Home,50 a 59,01/06/2021,Hospitalització,No iniciada,5
Dona,60 a 69,17/04/2021,Defunció,No iniciada,1
Home,70 a 79,10/10/2021,Crítics,Completa,2
Dona,10 a 19,23/01/2021,Hospitalització,No iniciada,2
Dona,30 a 39,04/03/2021,Crítics,No iniciada,1
Dona,60 a 69,07/05/2021,Hospitalització,No iniciada,5
Home,60 a 69,26/08/2021,Defunció,No iniciada,1
Dona,20 a 29,01/08/2021,Crítics,Completa,1
Home,70 a 79,01/09/2021,Hospitalització,Completa,2
Home,50 a 59,03/01/2021,Hospitalització,No iniciada,17
Home,10 a 19,15/01/2021,Hospitalització,No iniciada,1
Dona,70 a 79,23/07/2021,Hospitalització,No iniciada,6
Dona,10 a 19,02/01/2021,Hospitalització,No iniciada,1
Dona,70 a 79,11/02/2021,Defunció,No iniciada,5
Home,40 a 49,21/03/2021,Crítics,No iniciada,1
Home,80 o més,25/02/2021,Hospitalització,No iniciada,15
Home,50 a 59,29/07/2021,Hospitalització,Completa,3
Home,80 o més,15/03/2021,Defunció,No iniciada,3
Home,70 a 79,07/06/2021,Hospitalització,Parcial,1
Home,40 a 49,24/08/2021,Hospitalització,Completa,2
Home,80 o més,17/04/2021,Hospitalització,No iniciada,5
Home,60 a 69,29/08/2021,Hospitalització,Parcial,1
Dona,80 o més,02/01/2021,Defunció,No iniciada,18
Dona,80 o més,27/03/2021,Hospitalització,Parcial,4
Home,30 a 39,03/08/2021,Hospitalització,No iniciada,12
Home,80 o més,10/08/2021,Hospitalització,No iniciada,3
Dona,60 a 69,15/03/2021,Crítics,No iniciada,1
Home,60 a 69,04/08/2021,Defunció,No iniciada,1
Home,80 o més,24/03/2021,Defunció,Parcial,2
Dona,80 o més,26/07/2021,Cas,Parcial,1
Dona,80 o més,17/08/2021,Cas,No iniciada,7
Dona,50 a 59,24/07/2021,Crítics,Parcial,1
Dona,50 a 59,18/05/2021,Crítics,No iniciada,2
Home,80 o més,29/04/2021,Defunció,Parcial,4
Dona,10 a 19,25/03/2021,Hospitalització,No iniciada,1
Dona,80 o més,27/05/2021,Cas,Completa,3
Home,70 a 79,29/01/2021,Crítics,No iniciada,13
Dona,50 a 59,17/07/2021,Hospitalització,Parcial,4
Home,60 a 69,25/07/2021,Crítics,Completa,4
Home,70 a 79,05/05/2021,Crítics,No iniciada,4
Home,60 a 69,10/05/2021,Hospitalització,Parcial,3
Dona,30 a 39,16/07/2021,Hospitalització,Parcial,3
Dona,80 o més,30/03/2021,Cas,Completa,1
Dona,80 o més,17/04/2021,Cas,Parcial,2
Home,60 a 69,13/05/2021,Hospitalització,Parcial,5
Home,70 a 79,26/05/2021,Hospitalització,Parcial,1
Home,70 a 79,08/05/2021,Crítics,No iniciada,3
Home,60 a 69,14/07/2021,Crítics,No iniciada,1
Home,60 a 69,01/09/2021,Crítics,Completa,1
Dona,60 a 69,27/06/2021,Hospitalització,Parcial,1
Home,80 o més,03/08/2021,Cas,No iniciada,3
Dona,80 o més,25/04/2021,Hospitalització,Completa,2
Dona,80 o més,17/02/2021,Crítics,No iniciada,1
No classificat,No classificat,21/08/2021,Hospitalització,No iniciada,3
Dona,70 a 79,26/05/2021,Hospitalització,Parcial,1
Dona,60 a 69,11/09/2021,Defunció,Completa,1
Dona,70 a 79,25/02/2021,Hospitalització,No iniciada,16
Dona,80 o més,07/09/2021,Hospitalització,Completa,3
Home,70 a 79,05/08/2021,Defunció,Completa,1
Home,80 o més,29/07/2021,Defunció,No iniciada,3
Home,60 a 69,14/06/2021,Crítics,Parcial,1
Home,0 a 9,31/01/2021,Hospitalització,No iniciada,2
Home,60 a 69,28/06/2021,Crítics,No iniciada,1
Dona,30 a 39,23/04/2021,Hospitalització,No iniciada,7
Home,70 a 79,16/04/2021,Hospitalització,Completa,2
Dona,80 o més,17/04/2021,Hospitalització,Parcial,1
Dona,70 a 79,09/06/2021,Hospitalització,No iniciada,2
Dona,50 a 59,24/06/2021,Hospitalització,No iniciada,1
Home,0 a 9,27/02/2021,Hospitalització,No iniciada,1
Dona,80 o més,04/03/2021,Cas,No iniciada,26
Home,70 a 79,19/01/2021,Hospitalització,Parcial,1
Home,50 a 59,19/07/2021,Hospitalització,Parcial,2
Home,80 o més,25/03/2021,Hospitalització,No iniciada,4
Home,80 o més,23/07/2021,Cas,No iniciada,10
Home,0 a 9,12/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,02/02/2021,Crítics,No iniciada,1
Dona,80 o més,11/04/2021,Cas,Completa,3
Dona,80 o més,27/06/2021,Cas,Completa,6
Home,20 a 29,13/02/2021,Crítics,No iniciada,1
Home,40 a 49,30/08/2021,Hospitalització,No iniciada,5
Dona,60 a 69,19/01/2021,Defunció,No iniciada,1
Dona,40 a 49,04/01/2021,Crítics,No iniciada,1
Home,40 a 49,09/06/2021,Crítics,No iniciada,1
Dona,80 o més,12/07/2021,Hospitalització,No iniciada,4
Home,80 o més,04/04/2021,Hospitalització,No iniciada,9
Dona,80 o més,19/09/2021,Hospitalització,Completa,4
Dona,50 a 59,03/03/2021,Hospitalització,No iniciada,4
Home,50 a 59,10/06/2021,Hospitalització,No iniciada,2
Dona,60 a 69,27/08/2021,Hospitalització,Parcial,1
Dona,30 a 39,23/04/2021,Crítics,No iniciada,1
Dona,80 o més,27/02/2021,Cas,No iniciada,12
Home,30 a 39,13/04/2021,Hospitalització,Parcial,1
Dona,50 a 59,29/08/2021,Hospitalització,No iniciada,1
Dona,80 o més,13/07/2021,Hospitalització,Completa,11
Dona,80 o més,15/07/2021,Defunció,No iniciada,1
Home,80 o més,10/10/2021,Hospitalització,Completa,1
Home,50 a 59,20/07/2021,Crítics,No iniciada,9
Home,70 a 79,29/07/2021,Defunció,Completa,3
Dona,40 a 49,07/07/2021,Hospitalització,Parcial,4
Home,80 o més,12/07/2021,Defunció,Completa,1
Dona,80 o més,24/04/2021,Cas,No iniciada,3
Dona,30 a 39,04/08/2021,Hospitalització,No iniciada,13
Dona,30 a 39,25/09/2021,Hospitalització,Completa,1
Dona,70 a 79,03/10/2021,Hospitalització,Completa,2
Dona,60 a 69,16/09/2021,Hospitalització,No iniciada,1
Dona,50 a 59,02/03/2021,Crítics,No iniciada,4
Dona,20 a 29,09/01/2021,Hospitalització,No iniciada,4
Home,50 a 59,05/07/2021,Hospitalització,Parcial,1
Dona,70 a 79,28/05/2021,Hospitalització,Completa,1
Dona,20 a 29,02/04/2021,Hospitalització,No iniciada,2
Dona,30 a 39,15/05/2021,Hospitalització,No iniciada,4
Home,80 o més,10/02/2021,Cas,Parcial,6
Dona,60 a 69,12/02/2021,Crítics,No iniciada,2
Dona,80 o més,09/04/2021,Defunció,No iniciada,9
Dona,80 o més,17/06/2021,Cas,Completa,3
Home,80 o més,18/07/2021,Cas,Completa,30
Home,60 a 69,24/08/2021,Crítics,No iniciada,4
Home,70 a 79,21/04/2021,Hospitalització,No iniciada,14
Dona,70 a 79,07/01/2021,Defunció,No iniciada,3
Home,70 a 79,20/07/2021,Defunció,Completa,1
Dona,60 a 69,21/05/2021,Crítics,Parcial,1
Home,80 o més,25/03/2021,Defunció,Parcial,1
Dona,50 a 59,13/05/2021,Hospitalització,No iniciada,7
Dona,80 o més,30/06/2021,Cas,Parcial,1
Dona,40 a 49,31/08/2021,Hospitalització,No iniciada,5
Dona,70 a 79,20/04/2021,Crítics,No iniciada,2
Dona,80 o més,16/03/2021,Defunció,Parcial,1
Home,70 a 79,10/03/2021,Defunció,No iniciada,4
Home,70 a 79,28/01/2021,Hospitalització,No iniciada,26
Dona,60 a 69,29/07/2021,Hospitalització,Parcial,2
Home,70 a 79,26/01/2021,Hospitalització,No iniciada,41
Dona,30 a 39,28/04/2021,Hospitalització,Completa,1
Dona,80 o més,12/01/2021,Defunció,No iniciada,21
Dona,80 o més,20/03/2021,Crítics,No iniciada,2
Dona,50 a 59,17/07/2021,Crítics,No iniciada,1
Dona,60 a 69,26/07/2021,Crítics,No iniciada,3
Dona,50 a 59,26/08/2021,Hospitalització,No iniciada,4
Dona,70 a 79,23/08/2021,Hospitalització,No iniciada,2
Home,20 a 29,15/07/2021,Crítics,No iniciada,2
Dona,60 a 69,05/07/2021,Hospitalització,No iniciada,1
Dona,50 a 59,01/06/2021,Crítics,No iniciada,1
Dona,80 o més,03/10/2021,Hospitalització,Completa,3
Home,50 a 59,02/06/2021,Hospitalització,No iniciada,2
Home,50 a 59,03/05/2021,Crítics,No iniciada,7
Home,50 a 59,30/04/2021,Hospitalització,No iniciada,25
Home,70 a 79,03/10/2021,Defunció,Completa,1
Dona,40 a 49,08/01/2021,Hospitalització,No iniciada,6
Dona,60 a 69,18/04/2021,Crítics,No iniciada,2
Dona,80 o més,31/03/2021,Crítics,No iniciada,1
Home,40 a 49,12/04/2021,Crítics,No iniciada,5
Home,80 o més,12/03/2021,Hospitalització,No iniciada,8
Home,80 o més,20/03/2021,Defunció,No iniciada,7
Home,70 a 79,13/05/2021,Hospitalització,No iniciada,2
Dona,60 a 69,15/08/2021,Defunció,Completa,1
Dona,60 a 69,31/08/2021,Hospitalització,No iniciada,4
Dona,60 a 69,06/07/2021,Hospitalització,Parcial,4
Home,60 a 69,08/04/2021,Crítics,No iniciada,6
Home,80 o més,20/05/2021,Cas,Parcial,1
Home,60 a 69,28/08/2021,Hospitalització,Completa,2
Home,30 a 39,16/02/2021,Crítics,No iniciada,4
Dona,70 a 79,06/05/2021,Hospitalització,Parcial,2
Dona,70 a 79,15/03/2021,Hospitalització,No iniciada,7
Home,60 a 69,02/03/2021,Crítics,No iniciada,6
Home,80 o més,05/07/2021,Crítics,Completa,1
Home,70 a 79,09/03/2021,Crítics,No iniciada,2
Home,80 o més,21/04/2021,Defunció,Parcial,3
Home,40 a 49,10/09/2021,Crítics,No iniciada,1
Home,30 a 39,09/09/2021,Crítics,No iniciada,1
Dona,40 a 49,07/09/2021,Crítics,No iniciada,1
Dona,60 a 69,08/02/2021,Hospitalització,No iniciada,16
Dona,80 o més,06/02/2021,Hospitalització,No iniciada,21
Home,80 o més,28/07/2021,Defunció,No iniciada,1
Dona,80 o més,16/04/2021,Hospitalització,Parcial,2
Home,50 a 59,04/06/2021,Hospitalització,No iniciada,4
Dona,50 a 59,19/06/2021,Hospitalització,Completa,1
Home,40 a 49,26/01/2021,Crítics,No iniciada,4
Dona,70 a 79,27/02/2021,Hospitalització,No iniciada,8
Home,40 a 49,31/07/2021,Crítics,No iniciada,5
Home,80 o més,27/03/2021,Cas,No iniciada,11
Dona,80 o més,07/08/2021,Cas,No iniciada,5
Home,80 o més,05/01/2021,Crítics,No iniciada,2
Home,60 a 69,26/04/2021,Defunció,No iniciada,1
Home,60 a 69,04/01/2021,Crítics,No iniciada,15
Home,40 a 49,22/02/2021,Hospitalització,No iniciada,8
Home,80 o més,14/04/2021,Hospitalització,Parcial,3
Dona,60 a 69,07/04/2021,Crítics,No iniciada,4
Home,80 o més,02/02/2021,Crítics,No iniciada,3
Dona,60 a 69,05/08/2021,Crítics,Completa,2
Home,0 a 9,14/08/2021,Hospitalització,No iniciada,1
Dona,80 o més,18/08/2021,Hospitalització,No iniciada,1
Dona,70 a 79,07/02/2021,Hospitalització,No iniciada,10
Home,60 a 69,11/07/2021,Hospitalització,Completa,1
Dona,30 a 39,08/01/2021,Hospitalització,No iniciada,1
Dona,80 o més,07/07/2021,Cas,No iniciada,5
Dona,60 a 69,12/05/2021,Defunció,No iniciada,1
Home,60 a 69,23/07/2021,Crítics,Completa,2
Dona,0 a 9,29/01/2021,Hospitalització,No iniciada,1
Dona,20 a 29,27/03/2021,Hospitalització,No iniciada,1
Home,80 o més,04/03/2021,Cas,Parcial,1
Dona,80 o més,05/04/2021,Cas,Parcial,3
Dona,30 a 39,22/06/2021,Hospitalització,No iniciada,3
Home,70 a 79,09/07/2021,Hospitalització,Completa,7
Home,50 a 59,13/02/2021,Defunció,No iniciada,1
Dona,50 a 59,27/04/2021,Hospitalització,No iniciada,9
Home,40 a 49,20/05/2021,Crítics,No iniciada,1
Home,50 a 59,05/08/2021,Hospitalització,Completa,2
Home,50 a 59,19/06/2021,Hospitalització,Parcial,1
Home,50 a 59,05/01/2021,Hospitalització,No iniciada,19
Home,80 o més,01/10/2021,Cas,Completa,13
Dona,40 a 49,20/08/2021,Crítics,No iniciada,3
Dona,80 o més,22/09/2021,Cas,No iniciada,1
Home,70 a 79,05/03/2021,Crítics,No iniciada,3
Home,60 a 69,02/09/2021,Hospitalització,Completa,3
